Customer_ID,Age,Gender,Annual_Income,Spending_Score,Subscription_Type,Purchase_Frequency,Customer_Tenure,Channel,Product_Category
467,22,Male,116601,94,Standard,11,1,Online,Beauty
468,58,Female,116601,42,Premium,13,9,In-Store,Automotive
469,22,Male,49180,95,Basic,14,1,Online,Toys
470,58,Male,116601,30,Premium,9,8,In-Store,Electronics
471,58,Male,116601,21,Standard,7,5,In-Store,Books
472,38,Male,116601,46,Premium,10,3,Online,Books
473,22,Male,49180,72,Premium,16,2,Mobile App,Beauty
474,58,Female,116601,39,Basic,1,6,Online,Home & Kitchen
475,22,Female,90341,90,Standard,12,3,Online,Clothing
476,38,Male,116601,40,Premium,13,5,Online,Toys
477,38,Male,90341,60,Standard,12,3,Online,Clothing
478,58,Male,116601,25,Premium,4,7,In-Store,Electronics
479,22,Female,116601,92,Premium,24,3,Online,Home & Kitchen
480,38,Male,49180,71,Basic,2,5,Online,Clothing
481,38,Male,49180,70,Basic,3,4,Online,Electronics
482,22,Female,90341,83,Basic,5,4,Online,Electronics
483,22,Female,116601,89,Standard,12,1,Mobile App,Clothing
484,58,Female,90341,24,Basic,11,7,In-Store,Electronics
485,22,Female,90341,93,Standard,19,4,Mobile App,Sports
486,22,Male,90341,71,Standard,10,3,Online,Clothing
487,58,Male,90341,26,Standard,7,9,Online,Automotive
488,22,Male,49180,98,Basic,12,2,Online,Clothing
489,58,Female,116601,15,Premium,6,7,In-Store,Books
490,58,Male,90341,26,Basic,9,9,Online,Home & Kitchen
491,38,Male,49180,57,Basic,6,5,In-Store,Automotive
492,38,Female,116601,58,Premium,11,5,In-Store,Books
493,58,Male,116601,35,Standard,5,8,Online,Clothing
494,38,Male,116601,59,Premium,12,6,In-Store,Beauty
495,22,Female,116601,75,Standard,14,1,Mobile App,Toys
496,58,Male,116601,13,Premium,5,6,In-Store,Home & Kitchen
497,38,Female,116601,49,Standard,19,4,In-Store,Clothing
498,58,Female,90341,25,Standard,8,7,Mobile App,Electronics
499,38,Male,49180,65,Basic,14,3,Mobile App,Beauty
500,58,Male,90341,26,Standard,13,6,In-Store,Books
501,22,Male,49180,95,Basic,7,2,Mobile App,Electronics
502,58,Female,49180,16,Basic,1,5,In-Store,Books
503,22,Female,49180,72,Basic,12,4,Mobile App,Books
504,38,Female,116601,59,Premium,2,3,Mobile App,Sports
505,38,Female,116601,59,Basic,13,3,Mobile App,Electronics
506,58,Male,116601,31,Premium,5,9,Mobile App,Sports
507,58,Male,90341,33,Standard,8,9,Mobile App,Clothing
508,38,Male,49180,47,Basic,11,4,Online,Electronics
509,58,Female,116601,38,Standard,9,6,In-Store,Clothing
510,22,Female,116601,88,Standard,16,2,Mobile App,Beauty
511,22,Male,49180,85,Basic,5,1,Online,Automotive
512,58,Female,49180,21,Standard,13,8,In-Store,Beauty
513,22,Male,49180,95,Basic,3,2,Mobile App,Electronics
514,22,Male,116601,70,Premium,17,1,Online,Toys
515,58,Female,116601,25,Premium,12,9,In-Store,Books
516,58,Female,116601,24,Standard,9,9,In-Store,Home & Kitchen
517,38,Female,49180,76,Basic,8,5,In-Store,Home & Kitchen
518,58,Male,49180,12,Standard,1,5,In-Store,Automotive
519,58,Female,90341,32,Basic,9,9,Online,Home & Kitchen
520,38,Female,90341,74,Premium,10,4,In-Store,Electronics
521,58,Female,90341,22,Standard,2,9,In-Store,Beauty
522,22,Female,90341,98,Standard,10,1,Online,Home & Kitchen
523,58,Female,49180,38,Standard,14,5,Online,Home & Kitchen
524,22,Male,116601,92,Premium,15,2,Mobile App,Home & Kitchen
525,38,Male,90341,73,Standard,19,6,In-Store,Beauty
526,58,Male,116601,26,Basic,9,8,In-Store,Home & Kitchen
527,22,Female,116601,81,Basic,8,2,Mobile App,Clothing
528,22,Female,49180,82,Basic,7,3,Online,Electronics
529,58,Female,49180,34,Basic,14,9,In-Store,Electronics
530,38,Female,90341,56,Premium,9,4,Online,Automotive
531,22,Male,116601,82,Premium,23,3,Online,Books
532,22,Female,49180,91,Basic,10,3,Online,Toys
533,58,Female,116601,43,Premium,14,6,In-Store,Home & Kitchen
534,22,Female,90341,84,Standard,11,4,Online,Beauty
535,22,Male,116601,83,Premium,21,1,Online,Sports
536,38,Female,49180,55,Basic,9,5,Online,Clothing
537,22,Male,90341,80,Standard,18,1,Online,Beauty
538,22,Male,116601,85,Standard,17,2,Online,Beauty
539,58,Male,90341,10,Standard,12,9,In-Store,Sports
540,38,Male,90341,71,Basic,3,6,Online,Electronics
541,22,Male,49180,80,Basic,9,3,Online,Sports
542,22,Female,90341,79,Standard,14,4,Online,Beauty
543,22,Female,116601,79,Premium,28,1,Online,Clothing
544,58,Male,49180,24,Basic,11,7,In-Store,Toys
545,22,Female,116601,97,Premium,29,1,Mobile App,Beauty
546,22,Female,116601,97,Standard,12,3,Mobile App,Electronics
547,22,Male,90341,72,Standard,16,1,Online,Electronics
548,58,Male,116601,23,Premium,4,8,In-Store,Home & Kitchen
549,38,Female,116601,76,Premium,2,5,Mobile App,Books
550,58,Female,116601,28,Premium,4,6,Online,Home & Kitchen
551,38,Male,116601,72,Premium,8,5,In-Store,Toys
552,38,Male,90341,50,Standard,14,5,Online,Clothing
553,38,Male,90341,79,Standard,17,3,Mobile App,Electronics
554,58,Male,49180,16,Basic,12,8,In-Store,Automotive
555,22,Male,116601,94,Standard,15,4,Online,Sports
556,58,Female,116601,27,Standard,14,6,Mobile App,Home & Kitchen
557,58,Female,90341,31,Standard,6,9,In-Store,Clothing
558,38,Male,116601,42,Standard,15,6,In-Store,Electronics
559,58,Male,116601,41,Standard,6,5,Online,Home & Kitchen
560,22,Female,49180,79,Basic,14,3,Mobile App,Toys
561,58,Male,116601,49,Standard,7,5,In-Store,Home & Kitchen
562,38,Female,49180,58,Basic,11,5,Online,Electronics
563,22,Female,49180,88,Basic,3,2,Online,Beauty
564,22,Male,116601,76,Premium,17,1,Online,Clothing
565,38,Female,90341,41,Standard,17,3,In-Store,Electronics
566,22,Female,49180,81,Standard,17,4,Online,Toys
567,22,Female,49180,77,Standard,15,2,Online,Home & Kitchen
568,38,Female,90341,48,Basic,8,5,Online,Beauty
569,58,Female,49180,44,Basic,9,8,In-Store,Electronics
570,38,Male,90341,69,Standard,11,4,Online,Home & Kitchen
571,22,Female,49180,79,Standard,13,3,Online,Beauty
572,22,Female,49180,86,Premium,17,1,Mobile App,Toys
573,58,Male,49180,29,Basic,3,8,Online,Home & Kitchen
574,58,Male,116601,25,Standard,11,7,Online,Toys
575,58,Male,90341,24,Standard,1,5,In-Store,Electronics
576,38,Male,49180,74,Basic,5,3,Online,Clothing
577,58,Male,90341,39,Standard,13,7,In-Store,Books
578,38,Female,90341,40,Basic,3,4,Online,Home & Kitchen
579,38,Male,90341,44,Standard,17,4,In-Store,Home & Kitchen
580,22,Male,116601,86,Premium,19,1,In-Store,Books
581,22,Male,116601,75,Premium,16,1,Online,Clothing
582,58,Female,90341,47,Standard,8,6,In-Store,Home & Kitchen
583,38,Male,49180,69,Standard,10,4,Mobile App,Electronics
584,38,Male,49180,74,Basic,4,5,Mobile App,Home & Kitchen
585,58,Female,90341,18,Basic,6,8,Online,Automotive
586,58,Female,49180,45,Basic,11,8,In-Store,Sports
587,38,Male,116601,44,Standard,12,6,In-Store,Automotive
588,22,Female,116601,76,Basic,7,3,Online,Toys
589,58,Male,90341,36,Standard,6,6,In-Store,Beauty
590,38,Male,49180,68,Basic,3,4,Online,Electronics
591,38,Female,49180,74,Basic,10,5,Mobile App,Sports
592,58,Female,116601,24,Premium,9,8,In-Store,Toys
593,58,Female,49180,36,Standard,8,5,Online,Electronics
594,58,Male,49180,41,Standard,13,9,Online,Toys
595,58,Male,90341,48,Premium,10,9,In-Store,Home & Kitchen
596,38,Male,49180,59,Basic,5,3,Online,Electronics
597,38,Male,90341,62,Standard,15,5,Mobile App,Clothing
598,38,Female,49180,48,Basic,7,4,Mobile App,Beauty
599,22,Male,116601,73,Premium,28,2,Mobile App,Toys
600,58,Female,49180,31,Basic,7,7,In-Store,Automotive
601,38,Male,90341,77,Standard,17,4,In-Store,Electronics
602,38,Female,49180,61,Basic,8,4,Online,Books
603,58,Male,116601,18,Standard,12,8,In-Store,Books
604,38,Female,116601,68,Premium,14,3,Online,Sports
605,58,Male,116601,32,Standard,5,9,In-Store,Clothing
606,58,Female,116601,25,Premium,13,5,Online,Sports
607,38,Male,116601,71,Premium,1,4,Online,Books
608,22,Male,116601,84,Premium,16,3,Online,Beauty
609,38,Female,49180,52,Basic,3,6,Online,Sports
610,58,Male,49180,44,Basic,14,7,Online,Clothing
611,38,Male,49180,59,Standard,18,3,Online,Home & Kitchen
612,22,Female,116601,88,Basic,9,3,Mobile App,Electronics
613,38,Male,49180,47,Basic,12,3,In-Store,Sports
614,22,Female,49180,84,Standard,15,4,Online,Beauty
615,38,Female,116601,78,Standard,14,3,Online,Clothing
616,38,Male,90341,76,Basic,8,3,Mobile App,Home & Kitchen
617,58,Male,116601,37,Premium,3,8,In-Store,Home & Kitchen
618,38,Female,90341,42,Premium,2,4,Online,Electronics
619,22,Male,116601,98,Premium,26,1,Online,Toys
620,22,Female,116601,87,Premium,16,4,Online,Clothing
621,38,Male,116601,53,Premium,9,4,In-Store,Clothing
622,38,Female,90341,70,Standard,12,4,Online,Beauty
623,58,Male,90341,20,Standard,6,5,In-Store,Automotive
624,22,Female,49180,78,Basic,1,4,Online,Beauty
625,38,Male,116601,72,Premium,14,4,Online,Beauty
626,58,Female,49180,39,Basic,6,8,In-Store,Beauty
627,58,Female,116601,38,Premium,11,6,In-Store,Beauty
628,38,Female,116601,78,Standard,17,5,In-Store,Electronics
629,38,Female,116601,69,Premium,2,5,Mobile App,Automotive
630,38,Male,116601,44,Standard,18,3,In-Store,Home & Kitchen
631,22,Female,49180,73,Basic,1,4,Online,Beauty
632,58,Female,49180,20,Basic,1,8,In-Store,Clothing
633,58,Female,116601,20,Premium,14,7,In-Store,Home & Kitchen
634,22,Male,49180,84,Standard,13,2,Online,Sports
635,58,Male,49180,11,Basic,1,9,In-Store,Home & Kitchen
636,38,Male,49180,40,Basic,4,3,In-Store,Electronics
637,22,Male,116601,92,Premium,28,2,Online,Clothing
638,58,Female,90341,35,Standard,8,7,In-Store,Books
639,38,Male,49180,64,Basic,5,3,Mobile App,Clothing
640,58,Female,116601,47,Basic,1,9,In-Store,Clothing
641,22,Female,49180,90,Standard,14,2,Online,Clothing
642,58,Female,116601,37,Standard,5,7,In-Store,Books
643,38,Female,49180,45,Basic,9,5,Online,Home & Kitchen
644,22,Female,90341,79,Premium,15,2,In-Store,Toys
645,38,Male,49180,68,Basic,10,3,Mobile App,Home & Kitchen
646,22,Male,116601,73,Premium,16,1,Online,Electronics
647,58,Female,116601,25,Premium,8,8,In-Store,Clothing
648,38,Male,49180,65,Standard,19,5,Mobile App,Home & Kitchen
649,38,Female,90341,60,Standard,14,6,In-Store,Home & Kitchen
650,38,Male,49180,76,Standard,12,3,Mobile App,Beauty
651,38,Male,49180,73,Basic,1,5,Online,Clothing
652,58,Male,116601,48,Premium,8,6,In-Store,Clothing
653,22,Male,90341,83,Standard,14,3,Online,Electronics
654,22,Male,116601,83,Standard,12,3,Online,Electronics
655,38,Female,49180,56,Basic,9,6,Mobile App,Clothing
656,22,Male,49180,94,Premium,24,1,Online,Automotive
657,22,Male,90341,75,Standard,13,4,Mobile App,Sports
658,38,Male,90341,51,Standard,13,3,In-Store,Clothing
659,38,Female,49180,72,Basic,3,5,In-Store,Electronics
660,58,Male,49180,19,Basic,5,5,In-Store,Home & Kitchen
661,38,Male,90341,67,Standard,13,6,In-Store,Clothing
662,38,Male,90341,52,Basic,2,5,Mobile App,Beauty
663,38,Male,90341,49,Standard,14,3,In-Store,Electronics
664,58,Male,49180,29,Basic,13,8,In-Store,Books
665,58,Male,116601,18,Premium,4,7,Mobile App,Home & Kitchen
666,22,Male,49180,73,Basic,9,1,Online,Home & Kitchen
667,22,Female,90341,78,Basic,1,4,Online,Sports
668,38,Female,49180,44,Basic,14,3,In-Store,Beauty
669,38,Female,90341,75,Standard,17,4,Mobile App,Electronics
670,22,Female,116601,83,Premium,16,2,Mobile App,Clothing
671,38,Male,49180,79,Basic,12,4,Online,Clothing
672,38,Female,49180,72,Basic,5,4,Mobile App,Electronics
673,58,Female,90341,26,Standard,14,6,In-Store,Home & Kitchen
674,58,Female,49180,32,Standard,1,7,In-Store,Home & Kitchen
675,38,Female,49180,60,Basic,10,6,Mobile App,Electronics
676,38,Female,49180,49,Basic,14,6,In-Store,Beauty
677,38,Male,90341,67,Standard,16,5,Mobile App,Home & Kitchen
678,38,Female,116601,69,Premium,10,3,Online,Electronics
679,58,Female,90341,19,Standard,8,8,In-Store,Home & Kitchen
680,58,Male,116601,15,Premium,8,9,In-Store,Toys
681,22,Female,90341,96,Standard,19,3,Online,Clothing
682,58,Female,90341,25,Standard,1,5,In-Store,Sports
683,58,Male,49180,42,Standard,1,8,In-Store,Home & Kitchen
684,38,Male,49180,40,Basic,9,3,Online,Electronics
685,22,Male,49180,93,Basic,10,3,Online,Books
686,38,Female,116601,62,Standard,10,3,In-Store,Home & Kitchen
687,58,Male,90341,31,Standard,12,9,In-Store,Beauty
688,22,Female,90341,76,Standard,19,2,Mobile App,Beauty
689,22,Male,90341,89,Premium,28,3,Online,Clothing
690,58,Male,116601,47,Premium,7,9,Online,Home & Kitchen
691,22,Male,90341,70,Standard,15,1,In-Store,Clothing
692,22,Male,49180,98,Standard,17,1,Online,Clothing
693,58,Male,116601,11,Premium,6,7,Online,Electronics
694,58,Female,49180,10,Standard,3,9,Online,Home & Kitchen
695,22,Male,49180,92,Basic,6,3,Online,Electronics
696,22,Female,116601,91,Standard,10,1,Mobile App,Home & Kitchen
697,38,Female,49180,58,Basic,8,4,Online,Electronics
698,22,Female,116601,74,Premium,22,4,Online,Clothing
699,38,Female,90341,53,Standard,16,4,In-Store,Electronics
700,58,Female,90341,38,Standard,6,7,Online,Books
701,38,Female,49180,47,Basic,8,3,Mobile App,Electronics
702,58,Male,90341,46,Basic,4,9,In-Store,Clothing
703,58,Male,116601,45,Standard,7,6,Online,Books
704,22,Female,116601,81,Premium,18,1,In-Store,Home & Kitchen
705,38,Female,116601,46,Premium,13,5,Online,Clothing
706,58,Female,90341,33,Standard,11,9,In-Store,Home & Kitchen
707,22,Male,49180,94,Standard,17,4,Online,Clothing
708,38,Female,90341,65,Standard,16,6,Online,Toys
709,22,Female,90341,95,Standard,11,2,Mobile App,Automotive
710,38,Female,90341,72,Standard,17,4,Mobile App,Beauty
711,58,Male,116601,42,Premium,4,6,In-Store,Automotive
712,22,Male,49180,94,Basic,9,3,Mobile App,Automotive
713,58,Female,90341,28,Standard,14,7,In-Store,Clothing
714,58,Male,116601,27,Premium,10,8,In-Store,Sports
715,58,Male,49180,39,Basic,11,6,In-Store,Electronics
716,22,Female,90341,87,Standard,19,4,Online,Sports
717,58,Female,116601,22,Premium,6,6,In-Store,Home & Kitchen
718,22,Male,90341,82,Standard,18,3,Online,Books
719,22,Female,116601,82,Premium,15,2,Online,Clothing
720,58,Male,49180,40,Basic,8,6,In-Store,Toys
721,38,Female,90341,56,Standard,12,3,Online,Sports
722,58,Male,116601,15,Premium,1,6,In-Store,Clothing
723,22,Male,116601,72,Basic,2,1,Online,Sports
724,38,Male,49180,66,Standard,17,4,Online,Home & Kitchen
725,38,Male,90341,40,Standard,14,4,In-Store,Beauty
726,22,Female,90341,75,Standard,12,2,Online,Clothing
727,22,Male,90341,84,Standard,12,2,Mobile App,Beauty
728,58,Female,90341,32,Standard,6,9,In-Store,Books
729,58,Male,116601,37,Premium,7,6,Online,Home & Kitchen
730,38,Female,90341,78,Standard,12,6,Mobile App,Electronics
731,22,Male,116601,81,Basic,6,2,Online,Clothing
732,38,Female,49180,60,Basic,13,4,In-Store,Electronics
733,58,Female,90341,15,Standard,5,8,Online,Beauty
734,22,Female,49180,89,Basic,7,4,Online,Sports
735,58,Male,90341,15,Basic,7,5,In-Store,Home & Kitchen
736,58,Female,90341,11,Standard,7,9,In-Store,Sports
737,38,Male,116601,66,Standard,12,3,Online,Clothing
738,38,Male,49180,41,Basic,1,5,In-Store,Electronics
739,38,Female,90341,77,Premium,10,3,In-Store,Beauty
740,22,Female,90341,98,Standard,15,4,Online,Clothing
741,38,Female,90341,70,Basic,10,4,In-Store,Books
742,38,Female,116601,44,Premium,5,3,Online,Electronics
743,58,Male,90341,12,Standard,12,8,In-Store,Toys
744,58,Male,116601,37,Premium,3,9,In-Store,Electronics
745,38,Male,116601,58,Premium,8,6,Online,Electronics
746,38,Female,90341,41,Standard,13,5,Mobile App,Electronics
747,38,Female,90341,65,Standard,14,5,Online,Electronics
748,22,Female,90341,97,Standard,18,3,Online,Toys
749,58,Female,49180,12,Basic,10,8,In-Store,Books
750,22,Male,90341,74,Standard,13,2,Online,Books
751,58,Female,90341,45,Standard,6,6,In-Store,Electronics
752,38,Male,49180,60,Basic,5,3,Online,Books
753,38,Male,116601,77,Premium,5,3,In-Store,Sports
754,38,Female,90341,61,Standard,18,6,In-Store,Beauty
755,58,Male,116601,27,Premium,2,8,In-Store,Books
756,22,Female,116601,85,Standard,18,2,In-Store,Beauty
757,38,Female,49180,74,Basic,14,5,Online,Home & Kitchen
758,22,Male,49180,72,Basic,10,3,Online,Books
759,58,Male,90341,43,Premium,6,6,In-Store,Automotive
760,22,Male,90341,72,Standard,10,3,Online,Clothing
761,22,Male,49180,71,Basic,1,2,Online,Clothing
762,58,Female,49180,47,Premium,4,5,In-Store,Home & Kitchen
763,38,Female,116601,47,Standard,11,6,Mobile App,Automotive
764,38,Male,90341,68,Standard,11,4,In-Store,Beauty
765,38,Male,116601,72,Standard,15,5,Online,Home & Kitchen
766,58,Female,116601,16,Premium,12,8,In-Store,Beauty
767,22,Male,49180,71,Basic,7,4,Online,Automotive
768,58,Female,90341,26,Standard,10,7,In-Store,Clothing
769,22,Female,116601,75,Premium,27,1,Online,Home & Kitchen
770,58,Male,49180,21,Basic,1,5,In-Store,Automotive
771,22,Male,49180,71,Basic,2,3,Online,Beauty
772,58,Male,90341,33,Standard,8,9,In-Store,Home & Kitchen
773,58,Female,90341,18,Standard,4,8,In-Store,Automotive
774,58,Male,116601,15,Standard,8,9,In-Store,Home & Kitchen
775,58,Male,49180,27,Standard,4,7,In-Store,Home & Kitchen
776,38,Female,90341,60,Standard,10,5,In-Store,Sports
777,38,Male,90341,42,Standard,13,4,In-Store,Beauty
778,22,Male,49180,91,Standard,16,1,Online,Clothing
779,22,Male,49180,96,Standard,16,4,Online,Electronics
780,22,Male,90341,71,Standard,16,3,In-Store,Beauty
781,38,Female,49180,68,Basic,8,3,In-Store,Sports
782,38,Male,116601,70,Premium,7,5,Online,Electronics
783,22,Male,116601,82,Standard,16,4,Online,Beauty
784,38,Male,116601,51,Premium,8,6,In-Store,Electronics
785,22,Female,116601,84,Standard,17,4,Online,Toys
786,22,Male,116601,80,Standard,15,3,Online,Sports
787,22,Female,90341,77,Standard,14,4,Online,Beauty
788,22,Female,90341,87,Standard,17,4,Mobile App,Books
789,38,Female,116601,70,Standard,16,4,Online,Toys
790,38,Male,90341,77,Basic,5,5,Online,Home & Kitchen
791,22,Female,116601,70,Premium,15,2,Online,Electronics
792,22,Female,116601,85,Premium,15,4,Online,Books
793,58,Male,116601,24,Basic,13,8,In-Store,Home & Kitchen
794,58,Female,49180,28,Premium,6,6,Online,Home & Kitchen
795,58,Female,90341,32,Standard,8,6,In-Store,Beauty
796,58,Female,90341,20,Standard,12,7,Online,Beauty
797,38,Male,116601,71,Premium,13,6,Online,Beauty
798,38,Female,90341,72,Basic,7,3,Online,Automotive
799,58,Female,90341,39,Standard,7,7,In-Store,Home & Kitchen
800,38,Female,49180,54,Basic,8,6,Online,Clothing
801,58,Male,116601,24,Premium,1,7,In-Store,Electronics
802,38,Female,90341,43,Basic,14,4,Online,Toys
803,38,Male,116601,64,Premium,5,5,Online,Beauty
804,58,Female,90341,13,Standard,3,8,Online,Toys
805,38,Male,116601,71,Premium,8,4,Online,Sports
806,38,Female,90341,73,Premium,14,6,In-Store,Beauty
807,58,Male,90341,28,Standard,1,5,In-Store,Home & Kitchen
808,38,Female,116601,54,Standard,18,3,Mobile App,Clothing
809,58,Female,49180,36,Basic,3,8,In-Store,Home & Kitchen
810,22,Female,116601,93,Standard,17,4,Online,Toys
811,22,Male,116601,90,Basic,1,2,Online,Electronics
812,22,Female,49180,95,Basic,14,4,Online,Electronics
813,38,Female,116601,73,Premium,13,3,In-Store,Electronics
814,22,Male,116601,73,Premium,21,2,Mobile App,Automotive
815,58,Male,90341,34,Standard,2,7,Online,Home & Kitchen
816,38,Male,90341,71,Standard,15,5,In-Store,Clothing
817,58,Female,90341,42,Standard,13,5,In-Store,Beauty
818,22,Male,49180,88,Basic,7,1,Online,Toys
819,22,Male,116601,89,Basic,2,1,In-Store,Clothing
820,58,Male,116601,30,Premium,9,7,In-Store,Toys
821,22,Male,49180,72,Basic,1,4,Online,Electronics
822,38,Female,49180,63,Basic,7,4,In-Store,Home & Kitchen
823,22,Male,90341,70,Standard,14,4,Online,Electronics
824,58,Male,49180,26,Basic,2,5,In-Store,Books
825,22,Female,90341,85,Standard,15,1,In-Store,Beauty
826,38,Female,116601,77,Standard,13,4,In-Store,Home & Kitchen
827,38,Female,49180,57,Basic,13,3,Mobile App,Electronics
828,38,Male,49180,54,Basic,7,3,Online,Automotive
829,38,Male,49180,75,Basic,10,5,In-Store,Clothing
830,22,Female,49180,93,Standard,10,1,In-Store,Clothing
831,38,Male,116601,60,Basic,13,3,Online,Clothing
832,58,Female,90341,10,Basic,12,6,In-Store,Automotive
833,22,Male,116601,81,Standard,16,1,Mobile App,Clothing
834,58,Female,49180,21,Basic,11,5,Online,Beauty
835,22,Female,116601,70,Premium,25,1,Online,Home & Kitchen
836,58,Male,49180,46,Standard,12,6,In-Store,Home & Kitchen
837,58,Male,49180,12,Basic,14,9,In-Store,Home & Kitchen
838,58,Male,116601,49,Standard,14,9,In-Store,Books
839,38,Female,49180,78,Standard,10,6,Mobile App,Home & Kitchen
840,22,Female,116601,96,Standard,11,2,Online,Books
841,38,Female,49180,61,Basic,3,5,Online,Automotive
842,22,Female,49180,71,Premium,17,1,Online,Clothing
843,58,Female,90341,10,Basic,5,7,In-Store,Home & Kitchen
844,38,Female,90341,46,Standard,16,5,In-Store,Books
845,58,Male,90341,22,Standard,12,6,In-Store,Clothing
846,38,Male,116601,65,Standard,16,5,Online,Books
847,22,Female,116601,71,Basic,7,2,Online,Clothing
848,38,Male,90341,67,Standard,17,6,In-Store,Home & Kitchen
849,38,Male,90341,48,Standard,14,3,Online,Electronics
850,22,Male,116601,89,Basic,13,1,Online,Books
851,22,Male,49180,92,Basic,2,3,Online,Beauty
852,38,Female,116601,52,Premium,2,6,In-Store,Books
853,58,Male,49180,23,Standard,11,7,In-Store,Home & Kitchen
854,38,Male,90341,73,Standard,18,5,Online,Home & Kitchen
855,38,Male,49180,42,Basic,13,5,In-Store,Home & Kitchen
856,58,Female,116601,49,Premium,2,6,Mobile App,Sports
857,58,Male,90341,46,Standard,9,9,Online,Clothing
858,58,Male,90341,11,Basic,8,7,In-Store,Books
859,22,Male,49180,70,Standard,15,3,Online,Sports
860,58,Male,90341,31,Standard,14,6,Mobile App,Beauty
861,22,Female,49180,79,Premium,20,1,Online,Electronics
862,38,Male,90341,65,Basic,13,5,In-Store,Home & Kitchen
863,22,Female,116601,95,Premium,19,4,Online,Clothing
864,38,Male,90341,76,Standard,15,3,In-Store,Clothing
865,22,Female,49180,76,Basic,8,1,Online,Clothing
866,22,Male,90341,93,Standard,17,3,Online,Sports
867,58,Male,116601,18,Premium,13,7,In-Store,Home & Kitchen
868,38,Male,49180,76,Basic,6,6,In-Store,Sports
869,38,Female,90341,51,Standard,10,4,Mobile App,Automotive
870,22,Female,90341,92,Standard,11,4,Online,Clothing
871,38,Female,49180,53,Standard,11,4,Mobile App,Electronics
872,22,Male,90341,91,Standard,10,4,Online,Clothing
873,38,Male,116601,44,Premium,1,5,In-Store,Sports
874,38,Female,49180,64,Basic,8,4,Online,Beauty
875,38,Male,49180,76,Premium,5,4,In-Store,Electronics
876,22,Male,49180,81,Standard,12,2,In-Store,Clothing
877,22,Male,49180,73,Premium,19,3,Mobile App,Electronics
878,58,Female,116601,12,Premium,13,6,In-Store,Toys
879,58,Male,49180,14,Basic,8,9,In-Store,Books
880,58,Female,116601,32,Premium,9,5,In-Store,Electronics
881,22,Female,49180,90,Basic,12,1,Online,Beauty
882,38,Male,116601,41,Premium,12,4,In-Store,Automotive
883,22,Male,116601,75,Premium,19,2,Online,Clothing
884,38,Female,49180,70,Basic,4,3,In-Store,Beauty
885,58,Male,116601,25,Premium,8,6,In-Store,Home & Kitchen
886,58,Female,90341,25,Standard,11,7,In-Store,Books
887,22,Male,90341,94,Standard,14,3,Mobile App,Books
888,58,Female,49180,44,Basic,1,6,In-Store,Home & Kitchen
889,38,Female,90341,53,Standard,18,6,Online,Home & Kitchen
890,58,Male,116601,13,Standard,13,6,Online,Electronics
891,38,Male,116601,52,Basic,11,6,Online,Clothing
892,22,Male,49180,80,Basic,14,2,Mobile App,Toys
893,58,Female,116601,42,Premium,1,9,Mobile App,Home & Kitchen
894,38,Female,49180,66,Basic,12,3,Online,Clothing
895,38,Male,116601,72,Premium,5,5,Mobile App,Clothing
896,38,Female,116601,59,Premium,1,4,In-Store,Toys
897,58,Male,116601,45,Premium,6,6,Mobile App,Electronics
898,22,Female,116601,78,Standard,15,3,Online,Clothing
899,22,Female,116601,89,Premium,18,3,Online,Electronics
900,58,Male,90341,24,Basic,10,5,Online,Home & Kitchen
901,38,Male,49180,77,Basic,5,4,Mobile App,Sports
902,38,Female,116601,66,Basic,3,6,Online,Clothing
903,58,Male,90341,23,Standard,2,6,Online,Books
904,38,Male,90341,54,Standard,17,5,Online,Beauty
905,58,Female,116601,20,Standard,9,7,In-Store,Electronics
906,22,Female,116601,87,Standard,17,3,Mobile App,Beauty
907,22,Female,49180,99,Basic,7,2,In-Store,Beauty
908,38,Female,49180,50,Basic,6,3,Online,Home & Kitchen
909,58,Male,116601,46,Premium,14,5,Online,Clothing
910,58,Female,49180,34,Basic,2,6,Online,Electronics
911,38,Male,49180,79,Basic,14,5,In-Store,Beauty
912,38,Male,49180,67,Basic,6,5,Online,Home & Kitchen
913,22,Male,90341,95,Standard,16,4,In-Store,Clothing
914,38,Male,90341,43,Standard,16,5,Online,Home & Kitchen
915,22,Male,116601,71,Standard,10,2,Mobile App,Clothing
916,38,Male,116601,46,Standard,14,5,Online,Electronics
917,22,Male,49180,70,Premium,17,1,Online,Clothing
918,58,Female,116601,21,Premium,13,7,In-Store,Beauty
919,38,Female,49180,48,Basic,8,4,In-Store,Sports
920,38,Male,90341,63,Standard,11,5,Online,Beauty
921,38,Male,90341,74,Standard,17,5,Online,Automotive
922,58,Female,116601,38,Premium,5,9,In-Store,Books
923,58,Female,90341,41,Premium,9,7,In-Store,Home & Kitchen
924,22,Male,90341,80,Basic,6,1,Online,Home & Kitchen
925,38,Female,116601,64,Premium,3,6,Online,Automotive
926,58,Female,116601,26,Premium,14,5,In-Store,Electronics
927,38,Male,90341,76,Standard,16,4,Online,Clothing
928,58,Male,90341,17,Basic,3,8,In-Store,Electronics
929,22,Female,49180,75,Basic,6,1,In-Store,Toys
930,58,Female,49180,14,Basic,8,5,In-Store,Books
931,38,Male,49180,70,Basic,10,5,Online,Beauty
932,22,Female,90341,97,Standard,17,3,Online,Beauty
933,22,Female,116601,74,Standard,16,2,In-Store,Toys
934,58,Female,116601,34,Standard,5,8,In-Store,Sports
935,22,Male,90341,70,Standard,13,3,Online,Clothing
